Step,Time,Wall,ForceX,ForceY,ForceZ
515,25.75,5,0.130911,0.00180561,6.37357e-12
516,25.8,5,0.130909,0.0018006,6.37002e-12
517,25.85,5,0.130906,0.00179499,6.19238e-12
518,25.9,5,0.130904,0.00178878,6.26166e-12
519,25.95,5,0.130901,0.00178198,5.80869e-12
520,26.,5,0.130899,0.00177459,6.36469e-12
521,26.05,5,0.130896,0.00176663,5.83711e-12
522,26.1,5,0.130893,0.00175809,6.03073e-12
523,26.15,5,0.130891,0.001749,6.27232e-12
524,26.2,5,0.130889,0.00173935,6.41975e-12
525,26.25,5,0.130886,0.00172917,5.695e-12
526,26.3,5,0.130884,0.00171847,6.1906e-12
527,26.35,5,0.130881,0.00170726,5.94724e-12
528,26.4,5,0.130879,0.00169556,5.8229e-12
529,26.45,5,0.130876,0.00168338,5.86908e-12
530,26.5,5,0.130874,0.00167076,6.17106e-12
531,26.55,5,0.130872,0.0016577,6.03428e-12
532,26.6,5,0.130869,0.00164423,6.32738e-12
533,26.65,5,0.130867,0.00163037,6.2812e-12
534,26.7,5,0.130865,0.00161615,6.25455e-12
535,26.75,5,0.130862,0.00160158,6.59561e-12
536,26.8,5,0.13086,0.0015867,5.80869e-12
537,26.85,5,0.130858,0.00157154,5.59019e-12
538,26.9,5,0.130856,0.00155611,5.88862e-12
539,26.95,5,0.130853,0.00154046,6.16041e-12
540,27.,5,0.130851,0.0015246,5.88507e-12
541,27.05,5,0.130849,0.00150857,6.27054e-12
542,27.1,5,0.130847,0.00149241,5.69145e-12
543,27.15,5,0.130845,0.00147614,5.68434e-12
544,27.2,5,0.130843,0.00145979,6.12488e-12
545,27.25,5,0.13084,0.00144341,6.21014e-12
546,27.3,5,0.130838,0.00142701,6.1906e-12
547,27.35,5,0.130836,0.00141065,6.0485e-12
548,27.4,5,0.130834,0.00139435,6.49081e-12
549,27.45,5,0.130832,0.00137815,6.16573e-12
550,27.5,5,0.13083,0.00136208,6.04317e-12
551,27.55,5,0.130828,0.00134618,6.19771e-12
552,27.6,5,0.130826,0.00133049,6.24212e-12
553,27.65,5,0.130824,0.00131503,6.40199e-12
554,27.7,5,0.130822,0.00129986,6.39488e-12
555,27.75,5,0.13082,0.001285,5.87974e-12
556,27.8,5,0.130818,0.00127049,6.23146e-12
557,27.85,5,0.130816,0.00125636,5.84599e-12
558,27.9,5,0.130814,0.00124265,6.19593e-12
559,27.95,5,0.130813,0.0012294,6.27232e-12
560,28.,5,0.130811,0.00121664,6.36824e-12
561,28.05,5,0.130809,0.0012044,6.70219e-12
562,28.1,5,0.130807,0.00119271,6.11067e-12
563,28.15,5,0.130805,0.00118162,5.77671e-12
564,28.2,5,0.130803,0.00117114,6.42864e-12
565,28.25,5,0.130802,0.00116132,5.3948e-12
566,28.3,5,0.1308,0.00115217,6.41442e-12
567,28.35,5,0.130798,0.00114374,5.81402e-12
568,28.4,5,0.130796,0.00113605,6.20126e-12
569,28.45,5,0.130795,0.00112912,6.13021e-12
570,28.5,5,0.130793,0.00112298,6.36291e-12
571,28.55,5,0.130791,0.00111765,6.4091e-12
572,28.6,5,0.130789,0.00111317,6.43219e-12
573,28.65,5,0.130788,0.00110954,5.80513e-12
574,28.7,5,0.130786,0.00110679,6.43396e-12
575,28.75,5,0.130784,0.00110494,6.01652e-12
576,28.8,5,0.130783,0.001104,6.23501e-12
577,28.85,5,0.130781,0.00110399,6.17462e-12
578,28.9,5,0.13078,0.00110492,5.88862e-12
579,28.95,5,0.130778,0.00110681,6.00586e-12
580,29.,5,0.130776,0.00110965,6.32383e-12
581,29.05,5,0.130775,0.00111347,6.35225e-12
582,29.1,5,0.130773,0.00111827,6.2137e-12
583,29.15,5,0.130772,0.00112405,6.36113e-12
584,29.2,5,0.13077,0.00113081,6.14619e-12
585,29.25,5,0.130769,0.00113856,5.81935e-12
586,29.3,5,0.130767,0.00114728,5.84244e-12
587,29.35,5,0.130766,0.00115698,6.30962e-12
588,29.4,5,0.130764,0.00116765,6.0858e-12
589,29.45,5,0.130763,0.00117929,6.12843e-12
590,29.5,5,0.130761,0.00119187,6.43929e-12
591,29.55,5,0.13076,0.00120539,6.32205e-12
592,29.6,5,0.130759,0.00121984,5.83178e-12
593,29.65,5,0.130757,0.00123519,6.0556e-12
594,29.7,5,0.130756,0.00125142,5.72165e-12
595,29.75,5,0.130754,0.00126853,5.90106e-12
596,29.8,5,0.130753,0.00128647,6.06803e-12
597,29.85,5,0.130752,0.00130524,6.32383e-12
598,29.9,5,0.13075,0.00132479,6.4091e-12
599,29.95,5,0.130749,0.0013451,5.66303e-12
600,30.,5,0.130748,0.00136613,5.69145e-12
601,30.05,5,0.130746,0.00138786,5.28999e-12
602,30.1,5,0.130745,0.00141025,6.35048e-12
603,30.15,5,0.130744,0.00143326,6.12665e-12
604,30.2,5,0.130743,0.00145686,6.34159e-12
605,30.25,5,0.130741,0.00148099,6.54587e-12
606,30.3,5,0.13074,0.00150561,6.40021e-12
607,30.35,5,0.130739,0.0015307,5.94369e-12
608,30.4,5,0.130738,0.00155618,6.59384e-12
609,30.45,5,0.130736,0.00158203,6.02718e-12
610,30.5,5,0.130735,0.00160819,6.10001e-12
611,30.55,5,0.130734,0.0016346,6.30962e-12
612,30.6,5,0.130733,0.00166123,5.96678e-12
613,30.65,5,0.130732,0.00168801,6.77858e-12
614,30.7,5,0.130731,0.00171489,6.15152e-12
615,30.75,5,0.13073,0.00174181,6.5139e-12
616,30.8,5,0.130729,0.00176873,6.16218e-12
617,30.85,5,0.130728,0.00179558,6.07336e-12
618,30.9,5,0.130726,0.0018223,6.6116e-12
619,30.95,5,0.130725,0.00184885,6.50502e-12
620,31.,5,0.130724,0.00187515,5.9881e-12
621,31.05,5,0.130723,0.00190116,6.33449e-12
622,31.1,5,0.130723,0.0019268,5.93658e-12
623,31.15,5,0.130722,0.00195204,5.87441e-12
624,31.2,5,0.130721,0.00197679,5.90106e-12
625,31.25,5,0.13072,0.00200101,6.22968e-12
626,31.3,5,0.130719,0.00202464,6.37712e-12
627,31.35,5,0.130718,0.00204762,6.40732e-12
628,31.4,5,0.130717,0.00206989,6.59739e-12
629,31.45,5,0.130716,0.00209139,6.21725e-12
630,31.5,5,0.130715,0.00211207,5.9579e-12
631,31.55,5,0.130715,0.00213188,5.96501e-12
632,31.6,5,0.130714,0.00215075,6.30784e-12
633,31.65,5,0.130713,0.00216864,6.10711e-12
634,31.7,5,0.130712,0.00218549,6.0929e-12
635,31.75,5,0.130712,0.00220126,6.28297e-12
636,31.8,5,0.130711,0.00221589,5.99698e-12
637,31.85,5,0.13071,0.00222933,6.06448e-12
638,31.9,5,0.130709,0.00224155,6.05915e-12
639,31.95,5,0.130709,0.0022525,6.36469e-12
640,32.,5,0.130708,0.00226213,6.1906e-12
641,32.05,5,0.130707,0.00227041,5.88685e-12
642,32.1,5,0.130707,0.0022773,6.39311e-12
643,32.15,5,0.130706,0.00228277,5.81224e-12
644,32.2,5,0.130706,0.00228678,5.75717e-12
645,32.25,5,0.130705,0.00228931,5.9881e-12
646,32.3,5,0.130705,0.00229032,5.84066e-12
647,32.35,5,0.130704,0.00228979,5.67546e-12
648,32.4,5,0.130703,0.00228771,5.55289e-12
649,32.45,5,0.130703,0.00228405,6.13554e-12
650,32.5,5,0.130702,0.00227879,6.40554e-12
651,32.55,5,0.130702,0.00227193,6.43041e-12
652,32.6,5,0.130701,0.00226346,6.02718e-12
653,32.65,5,0.130701,0.00225337,6.2137e-12
654,32.7,5,0.1307,0.00224166,5.87796e-12
655,32.75,5,0.1307,0.00222833,6.1533e-12
656,32.8,5,0.1307,0.00221338,6.33982e-12
657,32.85,5,0.130699,0.00219682,6.3185e-12
658,32.9,5,0.130699,0.00217866,6.25633e-12
659,32.95,5,0.130698,0.00215892,6.54055e-12
660,33.,5,0.130698,0.00213762,6.70397e-12
661,33.05,5,0.130698,0.00211477,5.85842e-12
662,33.1,5,0.130697,0.00209041,6.251e-12
663,33.15,5,0.130697,0.00206456,5.9206e-12
664,33.2,5,0.130697,0.00203725,6.01474e-12
665,33.25,5,0.130696,0.00200852,6.16396e-12
666,33.3,5,0.130696,0.00197841,6.14975e-12
667,33.35,5,0.130696,0.00194696,5.74829e-12
668,33.4,5,0.130696,0.00191422,6.18705e-12
669,33.45,5,0.130695,0.00188024,6.06448e-12
670,33.5,5,0.130695,0.00184507,5.92415e-12
671,33.55,5,0.130695,0.00180876,5.96145e-12
672,33.6,5,0.130695,0.00177139,5.80158e-12
673,33.65,5,0.130695,0.001733,6.17106e-12
674,33.7,5,0.130695,0.00169367,5.98277e-12
675,33.75,5,0.130694,0.00165346,6.20659e-12
676,33.8,5,0.130694,0.00161244,6.15863e-12
677,33.85,5,0.130694,0.0015707,6.13198e-12
678,33.9,5,0.130694,0.0015283,6.27765e-12
679,33.95,5,0.130694,0.00148533,6.09468e-12
680,34.,5,0.130694,0.00144187,6.49614e-12
681,34.05,5,0.130694,0.00139799,6.23857e-12
682,34.1,5,0.130694,0.00135379,5.81579e-12
683,34.15,5,0.130695,0.00130936,6.23857e-12
684,34.2,5,0.130695,0.00126478,6.01652e-12
685,34.25,5,0.130695,0.00122015,6.2812e-12
686,34.3,5,0.130695,0.00117556,6.14975e-12
687,34.35,5,0.130695,0.0011311,6.53344e-12
688,34.4,5,0.130696,0.00108687,6.19949e-12
689,34.45,5,0.130696,0.00104296,5.88507e-12
690,34.5,5,0.130696,0.000999472,6.23679e-12
691,34.55,5,0.130697,0.000956503,5.78737e-12
692,34.6,5,0.130697,0.000914151,5.86375e-12
693,34.65,5,0.130698,0.000872512,6.39488e-12
694,34.7,5,0.130698,0.000831686,6.26699e-12
695,34.75,5,0.130699,0.000791769,5.88329e-12
696,34.8,5,0.130699,0.000752859,6.07514e-12
697,34.85,5,0.1307,0.000715052,6.30962e-12
698,34.9,5,0.130701,0.000678443,6.40732e-12
699,34.95,5,0.130701,0.000643128,5.68434e-12
700,35.,5,0.130702,0.0006092,6.27942e-12
701,35.05,5,0.130703,0.000576749,6.49791e-12
702,35.1,5,0.130704,0.000545867,6.68443e-12
703,35.15,5,0.130705,0.00051664,6.55476e-12
704,35.2,5,0.130705,0.000489156,6.59384e-12
705,35.25,5,0.130706,0.000463497,6.02007e-12
706,35.3,5,0.130707,0.000439744,6.51745e-12
707,35.35,5,0.130708,0.000417975,5.85132e-12
708,35.4,5,0.130709,0.000398265,6.10356e-12
709,35.45,5,0.13071,0.000380686,6.25455e-12
710,35.5,5,0.130712,0.000365307,6.14619e-12
711,35.55,5,0.130713,0.000352192,6.17462e-12
712,35.6,5,0.130714,0.000341403,6.2137e-12
713,35.65,5,0.130715,0.000332997,5.60618e-12
714,35.7,5,0.130716,0.000327026,6.30074e-12
715,35.75,5,0.130718,0.000323539,6.14619e-12
716,35.8,5,0.130719,0.00032258,6.52989e-12
717,35.85,5,0.13072,0.00032419,6.01474e-12
718,35.9,5,0.130722,0.000328401,5.76073e-12
719,35.95,5,0.130723,0.000335246,6.02896e-12
720,36.,5,0.130724,0.000344747,6.44995e-12
721,36.05,5,0.130726,0.000356925,6.19238e-12
722,36.1,5,0.130727,0.000371794,6.12488e-12
723,36.15,5,0.130729,0.000389362,6.49081e-12
724,36.2,5,0.13073,0.000409634,6.27942e-12
725,36.25,5,0.130732,0.000432605,5.95435e-12
726,36.3,5,0.130733,0.000458269,5.85487e-12
727,36.35,5,0.130735,0.000486611,6.77502e-12
728,36.4,5,0.130736,0.000517612,6.35758e-12
729,36.45,5,0.130738,0.000551246,6.16751e-12
730,36.5,5,0.13074,0.000587481,6.04317e-12
731,36.55,5,0.130741,0.000626281,6.20304e-12
732,36.6,5,0.130743,0.000667601,6.07514e-12
733,36.65,5,0.130745,0.000711393,6.48015e-12
734,36.7,5,0.130746,0.000757602,6.92779e-12
735,36.75,5,0.130748,0.000806166,6.27054e-12
736,36.8,5,0.13075,0.000857017,6.05382e-12
737,36.85,5,0.130752,0.000910084,6.27765e-12
738,36.9,5,0.130754,0.000965288,6.65246e-12
739,36.95,5,0.130755,0.00102255,6.55653e-12
740,37.,5,0.130757,0.00108176,5.80869e-12
741,37.05,5,0.130759,0.00114285,6.29896e-12
742,37.1,5,0.130761,0.00120571,6.16041e-12
743,37.15,5,0.130763,0.00127022,6.39133e-12
744,37.2,5,0.130765,0.00133629,5.41434e-12
745,37.25,5,0.130768,0.00140378,6.29186e-12
746,37.3,5,0.13077,0.0014726,6.18883e-12
747,37.35,5,0.130772,0.0015426,6.33271e-12
748,37.4,5,0.130774,0.00161366,5.91704e-12
749,37.45,5,0.130777,0.00168564,6.22435e-12
750,37.5,5,0.130779,0.00175842,5.97211e-12
751,37.55,5,0.130781,0.00183183,6.61515e-12
752,37.6,5,0.130784,0.00190575,6.60627e-12
753,37.65,5,0.130787,0.00198002,6.59739e-12
754,37.7,5,0.130789,0.00205449,6.34515e-12
755,37.75,5,0.130792,0.00212901,6.30962e-12
756,37.8,5,0.130795,0.00220342,6.30429e-12
757,37.85,5,0.130798,0.00227756,6.20659e-12
758,37.9,5,0.130801,0.00235128,6.65779e-12
759,37.95,5,0.130804,0.0024244,6.24212e-12
760,38.,5,0.130807,0.00249677,5.98988e-12
761,38.05,5,0.13081,0.00256822,6.01119e-12
762,38.1,5,0.130813,0.00263859,5.96501e-12
763,38.15,5,0.130817,0.00270772,5.96856e-12
764,38.2,5,0.13082,0.00277543,5.83533e-12
765,38.25,5,0.130824,0.00284157,5.78382e-12
766,38.3,5,0.130827,0.00290596,5.9508e-12
767,38.35,5,0.130831,0.00296846,6.20304e-12
768,38.4,5,0.130835,0.00302889,6.04672e-12
769,38.45,5,0.130839,0.00308711,5.9508e-12
770,38.5,5,0.130843,0.00314294,6.13198e-12
771,38.55,5,0.130847,0.00319625,6.21547e-12
772,38.6,5,0.130851,0.00324687,6.33626e-12
773,38.65,5,0.130855,0.00329466,5.83888e-12
774,38.7,5,0.130859,0.00333948,6.3789e-12
775,38.75,5,0.130863,0.00338118,5.90283e-12
776,38.8,5,0.130868,0.00341964,6.04672e-12
777,38.85,5,0.130872,0.00345471,6.49791e-12
778,38.9,5,0.130877,0.00348628,6.52989e-12
779,38.95,5,0.130882,0.00351423,6.30429e-12
780,39.,5,0.130886,0.00353844,6.41442e-12
781,39.05,5,0.130891,0.0035588,6.0929e-12
782,39.1,5,0.130896,0.00357521,6.42331e-12
783,39.15,5,0.130901,0.00358758,6.27765e-12
784,39.2,5,0.130906,0.00359582,6.12665e-12
785,39.25,5,0.130911,0.00359985,6.28475e-12
786,39.3,5,0.130916,0.0035996,5.85842e-12
787,39.35,5,0.130921,0.003595,5.96678e-12
788,39.4,5,0.130926,0.00358599,5.94902e-12
789,39.45,5,0.130931,0.00357254,6.24389e-12
790,39.5,5,0.130936,0.00355459,6.38067e-12
791,39.55,5,0.130942,0.00353212,6.4766e-12
792,39.6,5,0.130947,0.00350512,6.12133e-12
793,39.65,5,0.130952,0.00347356,6.1533e-12
794,39.7,5,0.130958,0.00343744,6.07336e-12
795,39.75,5,0.130963,0.00339678,6.16573e-12
796,39.8,5,0.130969,0.00335158,6.02718e-12
797,39.85,5,0.130974,0.00330188,6.11422e-12
798,39.9,5,0.13098,0.00324772,6.3789e-12
799,39.95,5,0.130986,0.00318913,6.17995e-12
800,40.,5,0.130991,0.00312619,5.92948e-12
801,40.05,5,0.130997,0.00305895,6.14087e-12
802,40.1,5,0.131003,0.00298749,5.79981e-12
803,40.15,5,0.131009,0.0029119,5.92593e-12
804,40.2,5,0.131015,0.00283228,6.42686e-12
805,40.25,5,0.131021,0.00274874,6.10356e-12
806,40.3,5,0.131027,0.0026614,5.91172e-12
807,40.35,5,0.131033,0.00257037,6.26343e-12
808,40.4,5,0.131039,0.00247581,6.32383e-12
809,40.45,5,0.131045,0.00237786,6.05027e-12
810,40.5,5,0.131051,0.00227667,5.79448e-12
811,40.55,5,0.131058,0.00217242,6.49791e-12
812,40.6,5,0.131064,0.00206528,6.09823e-12
813,40.65,5,0.131071,0.00195543,5.89573e-12
814,40.7,5,0.131078,0.00184306,6.22435e-12
815,40.75,5,0.131085,0.00172839,6.16751e-12
816,40.8,5,0.131091,0.00161162,6.35403e-12
817,40.85,5,0.131099,0.00149296,6.67733e-12
818,40.9,5,0.131106,0.00137264,5.64171e-12
819,40.95,5,0.131113,0.0012509,5.80869e-12
820,41.,5,0.131121,0.00112798,6.11422e-12
821,41.05,5,0.131129,0.00100411,6.16218e-12
822,41.1,5,0.131136,0.000879559,6.27409e-12
823,41.15,5,0.131145,0.000754573,5.76961e-12
824,41.2,5,0.131153,0.000629419,6.03073e-12
825,41.25,5,0.131161,0.000504361,6.64357e-12
826,41.3,5,0.13117,0.000379672,6.35758e-12
827,41.35,5,0.131179,0.000255624,5.98988e-12
828,41.4,5,0.131188,0.000132496,6.33094e-12
829,41.45,5,0.131197,1.05674e-05,6.51035e-12
830,41.5,5,0.131207,-0.00010988,5.95968e-12
831,41.55,5,0.131216,-0.000228565,5.80513e-12
832,41.6,5,0.131226,-0.000345202,5.87264e-12
833,41.65,5,0.131236,-0.000459507,5.71632e-12
834,41.7,5,0.131247,-0.000571201,6.2812e-12
835,41.75,5,0.131257,-0.000679992,6.10889e-12
836,41.8,5,0.131268,-0.000785603,5.98632e-12
837,41.85,5,0.131279,-0.000887771,6.62403e-12
838,41.9,5,0.13129,-0.000986194,6.13376e-12
839,41.95,5,0.131302,-0.00108062,6.59917e-12
840,42.,5,0.131313,-0.00117078,5.94014e-12
841,42.05,5,0.131325,-0.0012564,6.19238e-12
842,42.1,5,0.131337,-0.00133724,6.27409e-12
843,42.15,5,0.13135,-0.00141303,5.87086e-12
844,42.2,5,0.131362,-0.00148354,6.4091e-12
845,42.25,5,0.131375,-0.00154853,6.32205e-12
846,42.3,5,0.131387,-0.00160777,6.29541e-12
847,42.35,5,0.1314,-0.00166104,5.64526e-12
848,42.4,5,0.131414,-0.00170814,6.12843e-12
849,42.45,5,0.131427,-0.00174886,6.49614e-12
850,42.5,5,0.13144,-0.00178301,6.82121e-12
851,42.55,5,0.131454,-0.00181041,6.30251e-12
852,42.6,5,0.131468,-0.00183091,6.07869e-12
853,42.65,5,0.131482,-0.00184434,5.86198e-12
854,42.7,5,0.131496,-0.00185057,6.10179e-12
855,42.75,5,0.13151,-0.00184946,6.15685e-12
856,42.8,5,0.131524,-0.00184091,5.8975e-12
857,42.85,5,0.131538,-0.00182482,5.5671e-12
858,42.9,5,0.131553,-0.0018011,6.24922e-12
859,42.95,5,0.131567,-0.00176968,5.90816e-12
860,43.,5,0.131582,-0.00173051,6.60094e-12
861,43.05,5,0.131596,-0.00168355,6.12133e-12
862,43.1,5,0.131611,-0.00162879,6.38067e-12
863,43.15,5,0.131626,-0.00156622,6.116e-12
864,43.2,5,0.13164,-0.00149586,6.16751e-12
865,43.25,5,0.131655,-0.00141773,6.79989e-12
866,43.3,5,0.13167,-0.00133189,6.33271e-12
867,43.35,5,0.131685,-0.0012384,6.13198e-12
868,43.4,5,0.1317,-0.00113735,6.42686e-12
869,43.45,5,0.131715,-0.00102884,5.93481e-12
870,43.5,5,0.13173,-0.000912992,6.3558e-12
871,43.55,5,0.131745,-0.000789947,6.25455e-12
872,43.6,5,0.13176,-0.000659864,6.34515e-12
873,43.65,5,0.131775,-0.000522917,5.90106e-12
874,43.7,5,0.13179,-0.000379302,6.10356e-12
875,43.75,5,0.131805,-0.000229232,6.09468e-12
876,43.8,5,0.13182,-7.29366e-05,5.80158e-12
877,43.85,5,0.131836,8.93351e-05,6.21192e-12
878,43.9,5,0.131851,0.000257317,6.62403e-12
879,43.95,5,0.131867,0.000430726,5.75184e-12
880,44.,5,0.131883,0.000609261,5.9579e-12
881,44.05,5,0.131899,0.000792605,6.2883e-12
882,44.1,5,0.131915,0.000980425,5.86198e-12
883,44.15,5,0.131931,0.00117237,6.42153e-12
884,44.2,5,0.131948,0.00136808,6.38067e-12
885,44.25,5,0.131965,0.00156717,6.21547e-12
886,44.3,5,0.131982,0.00176926,6.36469e-12
887,44.35,5,0.131999,0.00197392,5.83e-12
888,44.4,5,0.132016,0.00218075,6.16396e-12
889,44.45,5,0.132034,0.00238931,6.14975e-12
890,44.5,5,0.132052,0.00259916,6.6489e-12
891,44.55,5,0.132071,0.00280984,6.30251e-12
892,44.6,5,0.13209,0.0030209,5.98632e-12
893,44.65,5,0.132109,0.00323185,5.97922e-12
894,44.7,5,0.132129,0.00344222,6.47304e-12
895,44.75,5,0.132149,0.00365151,6.30074e-12
896,44.8,5,0.132169,0.00385925,6.13554e-12
897,44.85,5,0.13219,0.00406492,6.29541e-12
898,44.9,5,0.132212,0.00426803,6.21014e-12
899,44.95,5,0.132233,0.00446806,6.08225e-12
900,45.,5,0.132255,0.00466452,6.39844e-12
901,45.05,5,0.132278,0.00485689,6.07869e-12
902,45.1,5,0.132301,0.00504467,5.87796e-12
903,45.15,5,0.132324,0.00522736,6.55298e-12
904,45.2,5,0.132348,0.00540444,5.695e-12
905,45.25,5,0.132372,0.00557543,5.96856e-12
906,45.3,5,0.132396,0.00573982,6.04494e-12
907,45.35,5,0.132421,0.00589714,6.48726e-12
908,45.4,5,0.132446,0.0060469,5.94724e-12
909,45.45,5,0.132472,0.00618864,6.42508e-12
910,45.5,5,0.132498,0.0063219,6.14264e-12
911,45.55,5,0.132524,0.00644623,6.32205e-12
912,45.6,5,0.13255,0.00656119,5.64526e-12
913,45.65,5,0.132577,0.00666637,5.51204e-12
914,45.7,5,0.132604,0.00676137,6.24034e-12
915,45.75,5,0.132631,0.00684579,5.70566e-12
916,45.8,5,0.132659,0.00691927,6.72884e-12
917,45.85,5,0.132686,0.00698146,6.20659e-12
918,45.9,5,0.132714,0.00703203,5.9579e-12
919,45.95,5,0.132742,0.00707067,5.71276e-12
920,46.,5,0.13277,0.00709709,5.68434e-12
921,46.05,5,0.132798,0.00711104,6.05738e-12
922,46.1,5,0.132827,0.00711228,6.52989e-12
923,46.15,5,0.132855,0.0071006,6.00409e-12
924,46.2,5,0.132883,0.00707582,6.01297e-12
925,46.25,5,0.132912,0.00703778,5.86908e-12
926,46.3,5,0.13294,0.00698635,6.67377e-12
927,46.35,5,0.132968,0.00692145,6.54055e-12
928,46.4,5,0.132997,0.00684301,6.50502e-12
929,46.45,5,0.133025,0.00675098,6.0556e-12
930,46.5,5,0.133053,0.00664538,6.46594e-12
931,46.55,5,0.133081,0.00652623,5.70921e-12
932,46.6,5,0.133108,0.00639359,5.92237e-12
933,46.65,5,0.133136,0.00624757,6.27587e-12
934,46.7,5,0.133164,0.00608829,6.22791e-12
935,46.75,5,0.133191,0.00591591,6.03428e-12
936,46.8,5,0.133218,0.00573064,5.83533e-12
937,46.85,5,0.133245,0.00553272,6.23501e-12
938,46.9,5,0.133272,0.0053224,6.41798e-12
939,46.95,5,0.133299,0.0051,5.90283e-12
940,47.,5,0.133326,0.00486586,6.27942e-12
941,47.05,5,0.133352,0.00462034,6.10001e-12
942,47.1,5,0.133379,0.00436385,6.35936e-12
943,47.15,5,0.133406,0.00409684,5.62395e-12
944,47.2,5,0.133432,0.00381978,6.19771e-12
945,47.25,5,0.133458,0.00353317,6.26166e-12
946,47.3,5,0.133485,0.00323757,6.16041e-12
947,47.35,5,0.133512,0.00293353,5.73053e-12
948,47.4,5,0.133538,0.00262167,6.23679e-12
949,47.45,5,0.133565,0.00230263,6.29008e-12
950,47.5,5,0.133592,0.00197705,5.85842e-12
951,47.55,5,0.133619,0.00164564,6.1835e-12
952,47.6,5,0.133647,0.00130911,6.14975e-12
953,47.65,5,0.133675,0.000968219,6.27409e-12
954,47.7,5,0.133703,0.000623723,6.27232e-12
955,47.75,5,0.133732,0.000276418,6.78568e-12
956,47.8,5,0.133761,-7.28802e-05,6.74127e-12
957,47.85,5,0.133791,-0.000423338,5.42144e-12
958,47.9,5,0.133822,-0.000774104,6.59384e-12
959,47.95,5,0.133853,-0.00112431,5.85487e-12
960,48.,5,0.133885,-0.00147307,6.14264e-12
961,48.05,5,0.133918,-0.0018195,6.16396e-12
962,48.1,5,0.133951,-0.00216268,6.26876e-12
963,48.15,5,0.133986,-0.0025017,6.42508e-12
964,48.2,5,0.134021,-0.00283566,6.74483e-12
965,48.25,5,0.134057,-0.00316362,6.07869e-12
966,48.3,5,0.134093,-0.00348466,5.81402e-12
967,48.35,5,0.134131,-0.00379787,6.26699e-12
968,48.4,5,0.134169,-0.00410233,6.34159e-12
969,48.45,5,0.134208,-0.00439713,6.33449e-12
970,48.5,5,0.134248,-0.00468137,5.89928e-12
971,48.55,5,0.134289,-0.00495416,6.64357e-12
972,48.6,5,0.13433,-0.00521462,6.08935e-12
973,48.65,5,0.134371,-0.00546191,6.07336e-12
974,48.7,5,0.134414,-0.00569518,6.20304e-12
975,48.75,5,0.134457,-0.00591361,6.00586e-12
976,48.8,5,0.1345,-0.00611643,6.42153e-12
977,48.85,5,0.134544,-0.00630285,6.03961e-12
978,48.9,5,0.134588,-0.00647215,6.1533e-12
979,48.95,5,0.134632,-0.00662363,5.81579e-12
980,49.,5,0.134677,-0.00675661,6.33804e-12
981,49.05,5,0.134722,-0.00687047,5.9881e-12
982,49.1,5,0.134767,-0.00696462,6.08225e-12
983,49.15,5,0.134812,-0.00703851,5.90639e-12
984,49.2,5,0.134858,-0.00709162,5.97034e-12
985,49.25,5,0.134903,-0.00712351,6.07336e-12
986,49.3,5,0.134948,-0.00713377,6.12133e-12
987,49.35,5,0.134994,-0.00712202,5.88329e-12
988,49.4,5,0.135039,-0.00708798,5.69145e-12
989,49.45,5,0.135083,-0.00703137,6.38067e-12
990,49.5,5,0.135128,-0.00695201,6.22258e-12
991,49.55,5,0.135171,-0.00684976,6.14975e-12
992,49.6,5,0.135215,-0.00672454,6.49081e-12
993,49.65,5,0.135258,-0.00657632,5.87974e-12
994,49.7,5,0.1353,-0.00640514,5.74474e-12
995,49.75,5,0.135341,-0.00621112,6.51035e-12
996,49.8,5,0.135382,-0.00599441,5.87619e-12
997,49.85,5,0.135422,-0.00575525,6.48015e-12
998,49.9,5,0.135461,-0.00549392,5.90106e-12
999,49.95,5,0.135499,-0.0052108,5.90639e-12
1000,50.,5,0.135537,-0.00490631,6.20126e-12
1001,50.05,5,0.135574,-0.00458093,6.08047e-12
1002,50.1,5,0.13561,-0.00423521,5.63105e-12
1003,50.15,5,0.135645,-0.00386978,6.15685e-12
1004,50.2,5,0.135679,-0.00348532,6.46949e-12
1005,50.25,5,0.135713,-0.00308256,6.18527e-12
1006,50.3,5,0.135747,-0.00266231,6.57074e-12
1007,50.35,5,0.135779,-0.00222544,5.46407e-12
1008,50.4,5,0.135812,-0.00177287,5.74651e-12
1009,50.45,5,0.135844,-0.00130558,6.02007e-12
1010,50.5,5,0.135875,-0.000824613,6.51212e-12
1011,50.55,5,0.135907,-0.000331062,6.11244e-12
1012,50.6,5,0.135938,0.000173928,6.0858e-12
1013,50.65,5,0.135969,0.00068916,6.22613e-12
1014,50.7,5,0.136,0.00121339,5.85132e-12
1015,50.75,5,0.136032,0.00174532,6.37179e-12
1016,50.8,5,0.136063,0.00228363,6.44462e-12
1017,50.85,5,0.136095,0.00282693,6.29186e-12
1018,50.9,5,0.136127,0.00337383,6.17639e-12
1019,50.95,5,0.13616,0.00392286,6.3185e-12
1020,51.,5,0.136194,0.00447256,5.7252e-12
1021,51.05,5,0.136228,0.00502142,6.21547e-12
1022,51.1,5,0.136263,0.00556793,6.06093e-12
1023,51.15,5,0.1363,0.00611054,6.41442e-12
1024,51.2,5,0.136337,0.00664769,6.03251e-12
1025,51.25,5,0.136376,0.00717783,6.32028e-12
1026,51.3,5,0.136416,0.00769938,6.34159e-12
1027,51.35,5,0.136457,0.00821077,6.46061e-12
